공간정보일련번호,관리번호,종류,등급,명칭,상태,도엽명,계획기관,표지상황,위치,위치_비고,측량연도,고시일자,고시번호,기준타원체,종축(x)좌표,횡축(y)좌표,정표고(h),직각좌표계원점
2473,7947,공공기준점,4급,9065,양호,부산,부산광역시,동판,부산광역시동래구명륜1동,동래메가마트뒤편종로빈대떡집앞,2009,,,GRS80,289883.508,207365.587,5.403,
2474,7948,공공기준점,4급,9066,양호,부산,부산광역시,동판,부산광역시동래구명륜1동,동래메가마트뒤쪽종로빈대떡100m안쪽엄골송주앞,2009,,,GRS80,289966.049,207366.479,5.586,
2475,7949,공공기준점,4급,9067,양호,부산,부산광역시,동판,부산광역시동래구명륜1동,동래뉴타운센트럴파크입구앞,2009,,,GRS80,290516.07,207954.137,26.752,
2476,7950,공공기준점,4급,9068,양호,부산,부산광역시,동판,부산광역시동래구명륜1동,동래사적공원공영주차장입구,2009,,,GRS80,290559.284,208096.921,43.549,
2477,6816,공공기준점,4급,B.168,양호,양산,부산광역시,동판,경상남도 양산시 동면 사송리,외송마을 버스정류장(내송마을 방면)에서 북서쪽 약 20m 좌측 아스팔,2009,,,GRS80,301807.046,206626.772,67.909,
2478,6817,공공기준점,4급,B.169,양호,양산,부산광역시,동판,경상남도 양산시 동면 사송리,한수목원 진입로 앞 아스팔트 도로에 위치함,2009,,,GRS80,302009.87,206580.398,65.14,
2479,6818,공공기준점,4급,B.170,양호,양산,부산광역시,동판,경상남도 양산시 동면 사송리,전주(사송간 198 L4)앞 아스팔트 도로에 위치함,2009,,,GRS80,301939.976,206621.592,66.314,
2480,6819,공공기준점,4급,B.171,양호,양산,부산광역시,동판,경상남도 양산시 동면 사송리,우로 굽은도로 천천히 교통 표지판 맞은편 아스팔트 도로에 위치함,2009,,,GRS80,302159.486,206377.211,57.177,
2481,6820,공공기준점,4급,B.172,양호,양산,부산광역시,동판,경상남도 양산시 동면 내송리,인상 자연학습장 앞 아스팔트 도로에 위치함,2009,,,GRS80,302376.137,206190.031,54.052,
2482,6821,공공기준점,4급,B.173,양호,양산,부산광역시,동판,경상남도 양산시 동면 내송리,전주(사송선 156 L18 R6) 옆 콘크리트 도로에 위치함,2009,,,GRS80,302493.949,206109.579,53.945,
2483,6822,공공기준점,4급,B.174,양호,양산,부산광역시,동판,경상남도 양산시 동면 내송리,동굴 박물관 진입로 L형 측구에 위치함,2009,,,GRS80,302675.227,205903.892,57.063,
2484,6823,공공기준점,4급,B.175,양호,양산,부산광역시,동판,경상남도 양산시 동면 내송리,전주(사송선 156 L18 R6)에서 북서쪽 약 10M지점 아스팔트 도로에 위,2009,,,GRS80,302707.47,205800.349,51.236,
2485,6824,공공기준점,4급,B.176,양호,양산,부산광역시,동판,경상남도 양산시 동면 내송리,전주(동면 118 L1)에서 북서쪽 약 10M지점 아스팔트 도로에 위치함,2009,,,GRS80,302786.287,205729.864,44.297,
2486,6825,공공기준점,4급,B.177,양호,양산,부산광역시,동판,경상남도 양산시 동면 내송리,전주(사송 156 L12) 옆 L형 측구에 위치함,2009,,,GRS80,302874.05,205680.524,42.441,
2487,6826,공공기준점,4급,B.178,양호,양산,부산광역시,동판,경상남도 양산시 동면 내송리,경남 양산경찰서 동면 치안센터 앞 L형 측구에 위치함,2009,,,GRS80,302934.009,205611.159,40.023,
2488,6827,공공기준점,4급,B.179,양호,양산,부산광역시,동판,경상남도 양산시 동면 내송리,전주(사송선 156 L6) 에서 남동쪽 6M지점 L형 측구에 위치함,2009,,,GRS80,302988.503,205489.97,39.203,
2489,6828,공공기준점,4급,B.180,양호,양산,부산광역시,동판,경상남도 양산시 동면 내송리,흐름대 양어장 간판 앞 콘크리트 도로에 위치함,2009,,,GRS80,303194.723,204921.376,26.01,
2490,6829,공공기준점,4급,B.181,양호,양산,부산광역시,동판,경상남도 양산시 동면 내송리,내송리 금정 콩나믈 북동쪽 약 20M지점 가드레일 끝 콘크리트 도로에,2009,,,GRS80,303205.997,205161.875,30.818,
2491,6830,공공기준점,4급,B.182,양호,양산,부산광역시,동판,경상남도 양산시 동면 내송리,헐왕교 남단 동쪽 머릿돌 옆 아스팔트 도로에 위치함,2009,,,GRS80,303162.569,205254.937,33.136,
2492,6831,공공기준점,4급,B.183,양호,양산,부산광역시,동판,경상남도 양산시 동면 석산리,전주(사송 138 R3) 맞은편 아스팔트 도로에 위치함,2009,,,GRS80,303327.07,204412.199,21.961,
2493,6832,공공기준점,4급,B.184,양호,양산,부산광역시,동판,경상남도 양산시 동면 석산리,전주(사송 138 R3)에서 북서쪽 약 60M지점 아스팔트 도로에 위치함,2009,,,GRS80,303347.149,204357.852,23.711,
2494,6833,공공기준점,4급,B.185,양호,양산,부산광역시,동판,경상남도 양산시 동면 석산리,계석로 58-155번지(비닐하우스) 진입로 아스팔트 도로에 위치함,2009,,,GRS80,303469.085,204250.02,22.947,
2495,6834,공공기준점,4급,B.186,양호,양산,부산광역시,동판,경상남도 양산시 동면 석산리,계석로 58-155번지(비닐하우스) 진입로에서 북서쪽 약 120M지점 아스,2009,,,GRS80,303523.501,204131.094,18.282,
2496,6835,공공기준점,4급,B.187,양호,양산,부산광역시,동판,경상남도 양산시 동면 석산리,전주(사송 105 R7)에서 북서쪽 약 5M 아스팔트 도로에 위치함,2009,,,GRS80,303624.105,203915.676,20.662,
2497,6836,공공기준점,4급,B.188,양호,양산,부산광역시,동판,경상남도 양산시 동면 석산리,전주(사송 105 R3) 앞 아스팔트 도로에 위치함,2009,,,GRS80,303702.876,203755.609,16.861,
2498,6837,공공기준점,4급,B.189,양호,양산,부산광역시,동판,경상남도 양산시 동면 석산리,남양산 탑 계량사/자원 입구 아스팔트 도로에 위치함,2009,,,GRS80,303749.41,203568.631,11.241,
2499,6838,공공기준점,4급,B.190,양호,양산,부산광역시,동판,경상남도 양산시 동면 석산리,이성 세차장 맞은편 경계석에 위치함,2009,,,GRS80,303706.011,203518.969,10.443,
2500,7172,공공기준점,4급,B.950,양호,부산,부산광역시,동판,부산광역시부산진구범전동,현대세탁소앞도로상에위치함.,2010,,,GRS80,285741.536,205939.527,47.0538,
2501,7173,공공기준점,4급,B.951,양호,부산,부산광역시,동판,부산광역시부산진구범전동,동원각식당앞도로코너에위치함.,2010,,,GRS80,285720.007,205928.486,46.7813,
2502,7174,공공기준점,4급,B.952,양호,부산,부산광역시,동판,부산광역시부산진구범전동,민속촌앞작은교량코너에위치함.,2010,,,GRS80,285652.916,205967.407,31.4118,
2503,7175,공공기준점,4급,B.953,양호,부산,부산광역시,동판,부산광역시부산진구전포2동,현대소나타보일러우측골목입구횡단보도상에위치함.,2010,,,GRS80,285613.558,206034.122,26.1203,
2504,7176,공공기준점,4급,B.954,양호,부산,부산광역시,동판,부산광역시부산진구전포2동,진남로931번가옥앞도로갓길에위치함.,2010,,,GRS80,285307.49,206291.783,56.9841,
2505,7177,공공기준점,4급,B.955,양호,부산,부산광역시,동판,부산광역시부산진구전포2동,마을버스정류장좌측골목입구경계석앞갓길에위치함.,2010,,,GRS80,285333.818,206307.062,55.5997,
2506,7178,공공기준점,4급,B.956,양호,부산,부산광역시,동판,부산광역시연제구연산2동,동덕8-R42-H1번전주좌측약5M지점급커브안쪽도로갓길에위치함.,2010,,,GRS80,285134.818,207259.591,285.004,
2507,7179,공공기준점,4급,B.957,양호,부산,부산광역시,동판,부산광역시연제구연산2동,동덕8-R42-H3번전주앞도로갓길에위치함.,2010,,,GRS80,285161.073,207282.986,278.0925,
2508,7180,공공기준점,4급,B.958,양호,부산,부산광역시,동판,부산광역시부산진구전포2동,나무주사놓는곳안내표지판앞도로갓길에위치함.,2010,,,GRS80,284945.838,207242.802,316.196,
2509,7181,공공기준점,4급,B.959,양호,부산,부산광역시,동판,부산광역시연제구연산2동,B957에서남쪽내리막으로약100M지점우측도로갓길에위치함.,2010,,,GRS80,285088.469,207330.601,263.9502,
2510,7182,공공기준점,4급,B.960,양호,부산,부산광역시,동판,부산광역시연제구연산2동,보광사입구우측도로갓길에위치함.,2010,,,GRS80,285117.521,207368.094,255.9706,
2511,7183,공공기준점,4급,B.961,양호,부산,부산광역시,동판,부산광역시연제구연산2동,B960에서북쪽내리막으로약130M지점좌측도로갓길에위치함.,2010,,,GRS80,285202.177,207342.233,241.0566,
2563,7966,공공기준점,4급,9084,양호,부산,부산광역시,동판,부산광역시남구용호4동,늘빛교회에서아이파크방향으로진행중천주교묘지입구직전100M부근에위치함.,2009,,,GRS80,278883.99,209882.863,77.682,
2564,7967,공공기준점,4급,9087,양호,부산,부산광역시,동판,부산광역시남구용당동,용호동재활용품선별장앞휴게소안전지대에위치함.,2009,,,GRS80,278897.97,209526.663,77.358,
2565,7968,공공기준점,4급,9088,양호,부산,부산광역시,동판,부산광역시남구용당동,용호동재활용품선별장에서북쪽으로약200M지점에위치함.,2009,,,GRS80,279245.264,209502.982,75.448,
2566,7969,공공기준점,4급,9089,양호,부산,부산광역시,동판,부산광역시남구용당동,늘빛교회에서아이파크방향으로진행중마지막코너부근에위치함.,2009,,,GRS80,279478.072,209556.263,64.502,
2567,7970,공공기준점,4급,9090,양호,부산,부산광역시,동판,부산광역시남구용당동,아이파크에서SK뷰방향으로약300M지점에위치함.,2009,,,GRS80,279670.2,209409.595,69.753,
2568,7971,공공기준점,4급,9091,양호,부산,부산광역시,동판,부산광역시남구용당동,아이파크앞사거리부근에위치함.동국자동차부근,2009,,,GRS80,280128.52,209056.342,21.426,
2569,7972,공공기준점,4급,9093,양호,부산,부산광역시,동판,부산광역시남구용당동,동명대학교후문앞보차동경계석에위치함.,2009,,,GRS80,280470.551,209175.726,34.948,
2570,7973,공공기준점,4급,9094,양호,부산,부산광역시,동판,부산광역시남구용당동,동명오거리녹지대부근에위치함.,2009,,,GRS80,280523.162,209018.095,18.421,
2571,7974,공공기준점,4급,9097,양호,부산,부산광역시,동판,부산광역시남구용호1동,동명불원에서용호사거리방향으로진행중에또래오래앞사거리에위치함.,2009,,,GRS80,280438.08,209954.935,7.029,
2572,6839,공공기준점,4급,B.191,양호,양산,부산광역시,동판,경상남도 양산시 동면 석산리,변창테크 진입로 인도 끝 L형 측구에 위치함,2009,,,GRS80,303653.55,203357.755,9.218,
2573,6840,공공기준점,4급,B.192,양호,양산,부산광역시,동판,경상남도 양산시 동면 석산리,극동 아파트 버스 정류장 맞은편 콘크리트 갓길에 위치함,2009,,,GRS80,303628.304,203300.448,8.833,
2574,6841,공공기준점,4급,B.193,양호,양산,부산광역시,동판,경상남도 양산시 동면 석산리,극동 아파트 102동 건너편 전주(사송 93) 앞 L형 측구에 위치함,2009,,,GRS80,303545.243,203176.083,10.266,
2575,6842,공공기준점,4급,B.194,양호,양산,부산광역시,동판,경상남도 양산시 동면 석산리,맥도날드 북서쪽 약 30M지점 좌측 L형 측구에 위치함,2009,,,GRS80,303516.387,203010.412,7.055,
2576,6843,공공기준점,4급,B.195,양호,양산,부산광역시,동판,경상남도 양산시 동면 석산리,중고차 매매 단지 맞은편 유로 주차장 앞 L형 측구에 위치함,2009,,,GRS80,303549.659,202866.004,6.649,
2577,6844,공공기준점,4급,B.196,양호,양산,부산광역시,동판,경상남도 양산시 물금읍 범어리,장수녹각 삼계탕 앞 L형 측구에 위치함,2009,,,GRS80,303746.474,200576.374,11.803,
2578,6845,공공기준점,4급,B.197,양호,양산,부산광역시,동판,경상남도 양산시 물금읍 범어리,범어리 동종마을 비석 앞 L형 측구에 위치함,2009,,,GRS80,303687.953,200513.395,12.178,
2579,6846,공공기준점,4급,B.198,양호,양산,부산광역시,동판,경상남도 양산시 물금읍 범어리,왕산로 651번지(엡손) 앞 L형 측구에 위치함,2009,,,GRS80,303633.467,200454.965,13.318,
2580,6847,공공기준점,4급,B.199,양호,양산,부산광역시,동판,경상남도 양산시 물금읍 범어리,동중 3리(주공 3차)버스 정류장 우측 L형 측구에 위치함,2009,,,GRS80,303570.708,200387.952,14.686,
2581,6848,공공기준점,4급,B.200,양호,양산,부산광역시,동판,경상남도 양산시 물금읍 범어리,물금 자동차 부분정비 앞 L형 측구에 위치함,2009,,,GRS80,303463.118,200272.976,15.807,
2582,6849,공공기준점,4급,B.201,양호,밀양,부산광역시,동판,경상남도 양산시 물금읍 범어리,청진동 해장국 앞 아스팔트 도로 중앙 안전지대에 위치함,2009,,,GRS80,303180.729,199973.957,22.244,
2583,6850,공공기준점,4급,B.202,양호,밀양,부산광역시,동판,경상남도 양산시 물금읍 가촌리,양산 시립도서관 및 국민체육센터 진입로 좌측 아스팔트 도로에 위치,2009,,,GRS80,303088.317,199852.869,30.084,
2584,6851,공공기준점,4급,B.203,양호,밀양,부산광역시,동판,경상남도 양산시 물금읍 가촌리,가촌로 52번지 진입로 콘크리트 경계석에 위치함,2009,,,GRS80,302897.516,199582.794,18.685,
2585,6852,공공기준점,4급,B.204,양호,밀양,부산광역시,동판,경상남도 양산시 물금읍 가촌리,지주(물금 136 A1) 앞 콘크리트 도로에 위치함,2009,,,GRS80,302931.932,199679.132,18.417,
2586,6853,공공기준점,4급,B.205,양호,밀양,부산광역시,동판,경상남도 양산시 물금읍 가촌리,가촌서 3길 1-16 새주소 표지판이 있는 전주 동쪽 L형 측구에 위치함,2009,,,GRS80,302854.449,199510.55,20.347,
2587,6854,공공기준점,4급,B.206,양호,밀양,부산광역시,동판,경상남도 양산시 물금읍 가촌리,K 마트 가촌점 앞 L형 측구에 위치함,2009,,,GRS80,302645.503,199387.962,19.267,
2588,6855,공공기준점,4급,B.207,양호,밀양,부산광역시,동판,경상남도 양산시 물금읍 가촌리,세인 샷시 철구조물 정문 앞 L형 측구에 위치함,2009,,,GRS80,302565.442,199336.291,19.346,
2589,6856,공공기준점,4급,B.208,양호,밀양,부산광역시,동판,경상남도 양산시 물금읍 가촌리,가촌로 116번지(삼영 부동산) 북동쪽 공터 앞 아스팔트 도로에 위치,2009,,,GRS80,302464.751,199158.688,20.199,
2590,6857,공공기준점,4급,B.209,양호,밀양,부산광역시,동판,경상남도 양산시 물금읍 가촌리,신기 삼거리 중앙 안전지대에 위치함,2009,,,GRS80,302366.773,199057.662,23.249,
2591,6858,공공기준점,4급,B.210,양호,밀양,부산광역시,동판,경상남도 양산시 물금읍 가촌리,가촌로 154번지 맞은편 L형 측구에 위치함,2009,,,GRS80,302113.41,199098.315,9.621,
2592,6859,공공기준점,4급,B.211,양호,밀양,부산광역시,동판,경상남도 양산시 물금읍 가촌리,화학2길 41번지 앞 아스팔트 도로 중앙 안전지대에 위치함,2009,,,GRS80,302018.814,199065.719,6.638,
2593,6860,공공기준점,4급,B.212,양호,밀양,부산광역시,동판,경상남도 양산시 물금읍 물금리,학산 2길 2번지(새동부 슈퍼) 공터 앞 L형 측구에 위치함,2009,,,GRS80,301805.871,198947.457,5.147,
2594,6861,공공기준점,4급,B.213,양호,밀양,부산광역시,동판,경상남도 양산시 물금읍 물금리,가촌로 192번지 앞 삼거리 안전지대에 위치함,2009,,,GRS80,301759.495,198934.864,4.174,
2595,7196,공공기준점,4급,B.976,양호,부산,부산광역시,동판,부산광역시부산진구전포1동,영남볼트앞횡단보도건너편골목입구에위치함.,2010,,,GRS80,284340.846,205930.267,14.9113,
2596,7197,공공기준점,4급,B.977,양호,부산,부산광역시,동판,부산광역시부산진구전포1동,영남볼트앞횡단보도중앙좌측안전지대에위치함.,2010,,,GRS80,284338.079,205954.082,16.1771,
2597,7198,공공기준점,4급,B.978,양호,부산,부산광역시,동판,부산광역시부산진구전포3동,전포29-R14번전주앞도로갓길에위치함.,2010,,,GRS80,283980.39,206514.83,53.5368,
2598,7199,공공기준점,4급,B.979,양호,부산,부산광역시,동판,부산광역시부산진구전포3동,33미니슈퍼맞은편도로갓길에위치함.,2010,,,GRS80,283913.024,206486.689,50.8433,
2599,7200,공공기준점,4급,B.980,양호,부산,부산광역시,동판,부산광역시부산진구전포3동,돌산공원1로41번가옥앞에위치함.,2010,,,GRS80,283797.991,206549.767,77.454,
2600,7201,공공기준점,4급,B.981,양호,부산,부산광역시,동판,부산광역시부산진구전포3동,돌산공원1로56번가옥좌측계단시작부에위치함.,2010,,,GRS80,283752.716,206500.036,79.3813,
2601,7202,공공기준점,4급,B.982,양호,부산,부산광역시,동판,부산광역시부산진구부전2동,인투인옷집앞주차라인끝나는곳뒷편도로상에위치함.,2010,,,GRS80,284128.465,205274.514,4.8789,
2602,7203,공공기준점,4급,B.983,양호,부산,부산광역시,동판,부산광역시부산진구부전2동,서면삼한골든뷰신축현장입구좌측도로갓길에위치함.,2010,,,GRS80,284058.24,205259.398,4.5241,
2603,7204,공공기준점,4급,B.984,양호,부산,부산광역시,동판,부산광역시부산진구당감2동,위너스자동차용품점앞에위치함.,2010,,,GRS80,284658.235,204573.828,12.208,
2604,7205,공공기준점,4급,B.985,양호,부산,부산광역시,동판,부산광역시부산진구당감2동,마철2로62번가옥앞도로상에위치함.,2010,,,GRS80,284662.742,204540.514,11.7678,
2605,7206,공공기준점,4급,B.986,양호,부산,부산광역시,동판,부산광역시부산진구범천4동,풀내음2길입구좌측코너에위치함.,2010,,,GRS80,284474.869,204372.486,13.046,
2606,7207,공공기준점,4급,B.987,양호,부산,부산광역시,동판,부산광역시부산진구범천4동,풀내음2길로진입하여우측화단끝에위치함.,2010,,,GRS80,284455.845,204366.576,13.8071,
2607,7208,공공기준점,4급,B.988,양호,부산,부산광역시,동판,부산광역시부산진구범천4동,유신함석판금맞은편육교계단끝에위치함.,2010,,,GRS80,284349.382,204308.269,18.1017,
2608,7209,공공기준점,4급,B.989,양호,부산,부산광역시,동판,부산광역시부산진구범천4동,유신함석판금집앞에위치함.,2010,,,GRS80,284334.677,204297.501,18.1725,
2609,7210,공공기준점,4급,B.990,양호,부산,부산광역시,동판,부산광역시부산진구부전2동,도시환경정비사업추진위컨테이너사무실우측주차라인앞도로상에위치함.,2010,,,GRS80,284332.759,204719.716,8.2819,
2610,7211,공공기준점,4급,B.991,양호,부산,부산광역시,동판,부산광역시부산진구부전2동,도개공2로입구우측에위치함.,2010,,,GRS80,284336.676,204653.233,8.9387,
2611,7212,공공기준점,4급,B.992,양호,부산,부산광역시,동판,부산광역시부산진구부전2동,토탈기프트월드앞도로상에위치함.,2010,,,GRS80,283996.737,205009.56,7.6419,
2612,7213,공공기준점,4급,B.993,양호,부산,부산광역시,동판,부산광역시부산진구범천2동,부암역후문입구에위치함.,2010,,,GRS80,283945.256,204983.144,7.5617,
2512,7184,공공기준점,4급,B.962,양호,부산,부산광역시,동판,부산광역시연제구연산2동,가로등203-15번우측약5M지점갓길에위치함.,2010,,,GRS80,285233.122,207369.267,234.0254,
2513,7185,공공기준점,4급,B.963,양호,부산,부산광역시,동판,부산광역시연제구연산2동,B962에서내리막으로약50M지점좌측도로커브지점갓길에위치함.,2010,,,GRS80,285199.422,207412.545,227.6358,
2514,7186,공공기준점,4급,B.964,양호,부산,부산광역시,동판,부산광역시부산진구전포2동,전포교회입구전주옆에위치함.,2010,,,GRS80,284991.358,206124.735,24.4206,
2515,7187,공공기준점,4급,B.965,양호,부산,부산광역시,동판,부산광역시부산진구전포2동,우암선140번가옥앞에위치함.,2010,,,GRS80,284981.392,206117.002,23.9188,
2516,7188,공공기준점,4급,B.968,양호,부산,부산광역시,동판,부산광역시부산진구전포2동,B969에서북쪽약30M지점좌측전주옆에위치함.,2010,,,GRS80,285053.565,206224.156,50.2362,
2517,7189,공공기준점,4급,B.969,양호,부산,부산광역시,동판,부산광역시부산진구전포2동,건국방재소방공사앞에위치함.,2010,,,GRS80,285016.796,206230.544,47.8286,
2518,7190,공공기준점,4급,B.970,양호,부산,부산광역시,동판,부산광역시부산진구전포2동,구상반려암3길입구우측에위치함.,2010,,,GRS80,284749.039,206474.416,71.2016,
2519,7191,공공기준점,4급,B.971,양호,부산,부산광역시,동판,부산광역시부산진구전포2동,삼동자동차정비소앞도로상에위치함.,2010,,,GRS80,284631.175,206459.535,69.3935,
2520,7192,공공기준점,4급,B.972,양호,부산,부산광역시,동판,부산광역시부산진구부전1동,LG텔레콤앞도로갓길에위치함.,2010,,,GRS80,284927.389,205588.197,11.3726,
2521,7193,공공기준점,4급,B.973,양호,부산,부산광역시,동판,부산광역시부산진구부전1동,부전한의원앞도로갓길에위치함.,2010,,,GRS80,284886.972,205561.572,11.0181,
2522,7194,공공기준점,4급,B.974,양호,부산,부산광역시,동판,부산광역시부산진구부전1동,대하테크맞은편골목입구우측에위치함.,2010,,,GRS80,284606.475,205631.258,6.5016,
2523,7195,공공기준점,4급,B.975,양호,부산,부산광역시,동판,부산광역시부산진구전포1동,밀리오레앞사거리삼각교통섬옆갓길에위치함.,2010,,,GRS80,284584.477,205687.945,6.8377,
2524,7562,공공기준점,4급,B.1344,양호,부산,부산광역시,동판,부산광역시남구우암1동,당산로91번가옥앞주차장진입로우수맨홀옆에위치함.,2010,,,GRS80,281355.4724,206988.4871,52.401,
2525,7563,공공기준점,4급,B.1345,양호,부산,부산광역시,동판,부산광역시남구우암1동,SKTELECOM(우암로154번길14)앞에위치함.,2010,,,GRS80,280847.9874,207330.1679,3.3524,
2526,7564,공공기준점,4급,B.1346,양호,부산,부산광역시,동판,부산광역시남구우암1동,뉴서울아파트104동남서쪽삼거리서쪽면확폭구간중앙에위치함.,2010,,,GRS80,280826.376,207261.7927,2.0389,
2527,7565,공공기준점,4급,B.1347,양호,부산,부산광역시,동판,부산광역시남구감만2동,전선등로36번길16번가옥앞우수맨홀옆에위치함.,2010,,,GRS80,280802.2802,207832.4504,27.5408,
2528,7566,공공기준점,4급,B.1348,양호,부산,부산광역시,동판,부산광역시남구감만2동,전선등로36번길9번가옥앞계단에위치함.,2010,,,GRS80,280818.4302,207826.3994,31.9989,
2529,7567,공공기준점,4급,B.1349,양호,부산,부산광역시,동판,부산광역시남구감만2동,대구보일러(석포로58번길31)앞주차장모서리에위치함.,2010,,,GRS80,280654.3372,207935.6819,35.9717,
2530,7568,공공기준점,4급,B.1350,양호,부산,부산광역시,동판,부산광역시남구감만2동,석포로64번길31번가옥앞에위치함.,2010,,,GRS80,280675.0646,207985.0105,50.1907,
2531,7569,공공기준점,4급,B.1351,양호,부산,부산광역시,동판,부산광역시남구감만2동,석포로64번길21번가옥앞확폭구간끝지점에위치함.,2010,,,GRS80,280732.6249,207988.1497,50.9348,
2532,7570,공공기준점,4급,B.1352,양호,부산,부산광역시,동판,부산광역시남구감만2동,석포로64번길70번가옥앞에위치함.,2010,,,GRS80,280517.3135,207935.7977,45.1137,
2533,7571,공공기준점,4급,B.1353,양호,부산,부산광역시,동판,부산광역시남구감만2동,석포로64번길53번가옥북동쪽약20M지점가드레일끝우수맨홀옆에위치함.,2010,,,GRS80,280595.6392,208002.2013,47.682,
2534,7572,공공기준점,4급,B.1354,양호,부산,부산광역시,동판,부산광역시남구감만2동,양지골로251번길40번가옥북서쪽추락방지책앞에위치함.,2010,,,GRS80,280458.938,207684.4139,35.4896,
2535,7573,공공기준점,4급,B.1355,양호,부산,부산광역시,동판,부산광역시남구감만2동,동신아파트C동북쪽진입로모서리에위치함.,2010,,,GRS80,280448.0424,207660.735,33.2527,
2536,7574,공공기준점,4급,B.1356,양호,부산,부산광역시,동판,부산광역시남구대연4동,청량4길42번가옥앞사거리북서쪽모서리에위치함.,2010,,,GRS80,280747.8796,208229.7268,69.1671,
2537,7575,공공기준점,4급,B.1357,양호,부산,부산광역시,동판,부산광역시남구대연4동,문수사주차장입구우수받이옆에위치함.,2010,,,GRS80,280694.1446,208329.8963,88.6127,
2538,7576,공공기준점,4급,B.1358,양호,부산,부산광역시,동판,부산광역시남구대연4동,석포교회맞은편주거지전용주차장입구에위치함.,2010,,,GRS80,281208.8532,208360.0167,18.0722,
2539,7577,공공기준점,4급,B.1359,양호,부산,부산광역시,동판,부산광역시남구대연4동,마장옷가게(문화3길10)앞사거리동쪽모서리에위치함.,2010,,,GRS80,281224.1936,208333.1802,16.4943,
2540,7578,공공기준점,4급,B.1360,양호,부산,부산광역시,동판,부산광역시남구대연4동,드림빌리지(성심길42)앞31번주차장옆에위치함.,2010,,,GRS80,281575.3669,207885.238,23.0282,
2541,7579,공공기준점,4급,B.1361,양호,부산,부산광역시,동판,부산광역시남구대연4동,성심길26번가옥앞우수맨홀옆에위치함.,2010,,,GRS80,281633.997,207939.3854,18.2726,
2542,7580,공공기준점,4급,B.1362,양호,부산,부산광역시,동판,부산광역시남구대연2동,다복길57번가옥앞에위치함.,2010,,,GRS80,281811.0046,207954.215,28.7335,
2543,7581,공공기준점,4급,B.1363,양호,부산,부산광역시,동판,부산광역시남구대연2동,원불교(다복길55)정문동쪽2M지점에위치함.,2010,,,GRS80,281779.8692,207923.4088,31.8044,
2544,7582,공공기준점,4급,B.1364,양호,부산,부산광역시,동판,부산광역시남구대연2동,대연중길25번가옥앞주차장우수받이끝지점에위치함.,2010,,,GRS80,281907.0725,207722.5467,44.175,
2545,7583,공공기준점,4급,B.1365,양호,부산,부산광역시,동판,부산광역시남구대연2동,바른1길77번가옥앞가드레일끝지점에위치함.,2010,,,GRS80,281946.4487,207666.9527,44.8289,
2546,7584,공공기준점,4급,B.1366,양호,부산,부산광역시,동판,부산광역시남구대연1동,옥전1길62번가옥앞삼거리남서쪽면중앙에위치함.,2010,,,GRS80,282101.7177,208861.315,13.4891,
2547,7585,공공기준점,4급,B.1367,양호,부산,부산광역시,동판,부산광역시남구대연3동,대연광고공사앞횡단보도모서리에위치함.,2010,,,GRS80,282158.0476,208824.9037,16.6869,
2548,7951,공공기준점,4급,9069,양호,부산,부산광역시,동판,부산광역시동래구명륜2동,동래문화회관대극장앞,2009,,,GRS80,290661.315,208202.132,51.418,
2549,7952,공공기준점,4급,9070,양호,부산,부산광역시,동판,부산광역시동래구명륜2동,동래문화회관진입로입구대진가스설비앞,2009,,,GRS80,290808.797,208228.159,33.62,
2550,7953,공공기준점,4급,9071,양호,부산,부산광역시,동판,부산광역시동래구수민동,동래낙민동동래우성아파트뒤안락셀프세차장앞,2009,,,GRS80,288663.71,208492.41,4.671,
2551,7954,공공기준점,4급,9072,양호,부산,부산광역시,동판,부산광역시동래구수민동,동래낙민치안센터앞,2009,,,GRS80,288587.185,208448.083,5.735,
2552,7955,공공기준점,4급,9073,양호,부산,부산광역시,동판,부산광역시남구감만2동,부산외국어대학교입구70m위성림엘리트학원앞,2009,,,GRS80,280682.533,207647.824,13.838,
2553,7956,공공기준점,4급,9074,양호,부산,부산광역시,동판,부산광역시남구감만2동,감만동국제아파트103동동쪽도로모서리쪽,2009,,,GRS80,280577.387,207689.405,15.442,
2554,7957,공공기준점,4급,9075,양호,부산,부산광역시,동판,부산광역시남구용호2동,오륙도SK뷰제3경비실앞,2009,,,GRS80,278698.661,210791.422,55.619,
2555,7958,공공기준점,4급,9076,양호,부산,부산광역시,동판,부산광역시남구용호2동,오륙도SK뷰해군회관입구삼거리앞에위치,2009,,,GRS80,278689.22,210532.132,70.647,
2556,7959,공공기준점,4급,9077,양호,부산,부산광역시,동판,부산광역시남구용호2동,오륙도SK뷰길끝에위치,2009,,,GRS80,278353.045,211165.447,27.384,
2557,7960,공공기준점,4급,9078,양호,부산,부산광역시,동판,부산광역시남구용호2동,오륙도SK뷰길끝좌측오르막도로에위치,2009,,,GRS80,278591.604,211124.054,55.487,
2558,7961,공공기준점,4급,9079,양호,부산,부산광역시,동판,부산광역시남구용호2동,남구오륙도초교입구도로부근에위치함.,2009,,,GRS80,278458.653,210538.603,59.959,
2559,7962,공공기준점,4급,9080,양호,부산,부산광역시,동판,부산광역시남구용호2동,오륙도초교를지나서SK뷰정문입구부근에위치함.,2009,,,GRS80,278325.563,210754.483,50.065,
