공간정보일련번호,관리번호,종류,등급,명칭,상태,도엽명,계획기관,표지상황,위치,위치_비고,측량연도,고시일자,고시번호,기준타원체,종축(x)좌표,횡축(y)좌표,정표고(h),직각좌표계원점
70,20368,공공기준점,4급,CG30,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,성산포식당 입구 보도경계석 앞에 위치(새주소 : 백양순환로 147),2014,2015-05-29,2015-1033,GRS80,285675.157,203758.917,50.188,동부
71,20369,공공기준점,4급,CG31,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,골목입구 전주 옆에 위치(새주소 : 백양대로 78번길),2014,2015-05-29,2015-1033,GRS80,285090.065,203741.179,32.887,동부
72,20370,공공기준점,4급,CG32,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,SK주유소 입구 보도경계석 코너 앞에 위치(새주소 : 백양대로 78번길),2014,2015-05-29,2015-1033,GRS80,285068.547,203750.158,32.18,동부
73,20371,공공기준점,4급,CG33,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,도로중앙 화단경계석 코너에 위치(새주소 : 가야대로 703번길 입구),2014,2015-05-29,2015-1033,GRS80,284758.807,204444.88,14.775,동부
74,20372,공공기준점,4급,CG34,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,장터식당 입구 코너에 위치(새주소 : 가양대로 703번길 11),2014,2015-05-29,2015-1033,GRS80,284591.622,204394.751,12.857,동부
75,20373,공공기준점,4급,BG17,양호,부산,(주)부산도시가스,동판,부산광역시 북구,축복교회 주차장 입구 보도경계석 위에 위치(새주소 : 산성로),2014,2015-05-29,2015-1033,GRS80,293908.299,201804.449,18.564,동부
76,20374,공공기준점,4급,BG18,양호,부산,(주)부산도시가스,동판,부산광역시 북구,청산숯불구이 식당 주차장 입구 보도경계석 앞에 위치 (새주소 : 산성로 55),2014,2015-05-29,2015-1033,GRS80,293864.38,201753.113,13.508,동부
77,20375,공공기준점,4급,BG19,양호,부산,(주)부산도시가스,동판,부산광역시 북구,대승종합철물 앞 횡단보도 끝에 위치(새주소 : 금곡대로),2014,2015-05-29,2015-1033,GRS80,291445.264,200648.894,9.808,동부
78,20376,공공기준점,4급,BG20,양호,부산,(주)부산도시가스,동판,부산광역시 북구,보승빌딩 입구 도로중앙 교통섬 코너에 위치(새주소 : 금곡대로),2014,2015-05-29,2015-1033,GRS80,291556.63,200740.171,15.749,동부
79,20377,공공기준점,4급,BG21,양호,부산,(주)부산도시가스,동판,부산광역시 북구,도로중앙 화단 앞에 위치(새주소 : 낙동대로 1739번길),2014,2015-05-29,2015-1033,GRS80,290319.808,199972.649,4.25,동부
80,20378,공공기준점,4급,BG22,양호,부산,(주)부산도시가스,동판,부산광역시 북구,동원로약듀크 아파트 입구 삼거리 차량신호등 아래위치 (새주소 : 낙동대로 1739번길),2014,2015-05-29,2015-1033,GRS80,290293.947,199929.416,4.227,동부
81,20379,공공기준점,4급,SS13,양호,김해,(주)부산도시가스,동판,부산광역시 사상구,도로경계석 모서리에 위치(새주소 : 사상로 520길),2014,2015-05-29,2015-1033,GRS80,288239.583,199060.983,6.906,동부
82,20380,공공기준점,4급,SS14,양호,김해,(주)부산도시가스,동판,부산광역시 사상구,훈바이크 입구 횡단보도 끝 지점 경계석 앞에 위치 (새주소 : 사상로 520길),2014,2015-05-29,2015-1033,GRS80,288245.038,199020.143,5.228,동부
83,20381,공공기준점,4급,SS15,양호,김해,(주)부산도시가스,동판,부산광역시 사상구,오비맥주 입구 사거리 코너 주차라인 끝지점에 위치  (새주소 : 새벽시장로),2014,2015-05-29,2015-1033,GRS80,284228.072,198638.353,2.159,동부
84,20382,공공기준점,4급,SS16,양호,김해,(주)부산도시가스,동판,부산광역시 사상구,고려스텐레스 맞은편 전주 앞 주차라인 위에 위치 (새주소 : 새벽시장로 103번길),2014,2015-05-29,2015-1033,GRS80,284261.675,198645.427,1.804,동부
85,20383,공공기준점,4급,SH15,양호,김해,(주)부산도시가스,동판,부산광역시 사하구,터널 나이트 클럽 입구 도로중앙 체신맨홀 앞에 위치(새주소 : 사하로),2014,2015-05-29,2015-1033,GRS80,277998.525,199433.576,40.806,동부
86,20384,공공기준점,4급,SH16,양호,김해,(주)부산도시가스,동판,부산광역시 사하구,사하성당 입구 횡단보도 끝지점 보도경계석 코너에 위치(새주소 : 사하로),2014,2015-05-29,2015-1033,GRS80,277884.972,199461.229,40.093,동부
87,20385,공공기준점,4급,SH17,양호,김해,(주)부산도시가스,동판,부산광역시 사하구,㈜Y2산업 입구 전주에서 2M지점 앞에 위치(새주소 : 하신중앙로 17번길),2014,2015-05-29,2015-1033,GRS80,276070.927,196450.255,4.118,동부
88,20386,공공기준점,4급,SH18,양호,김해,(주)부산도시가스,동판,부산광역시 사하구,준성테크공장 입구 도로중앙에 위치(새주소 : 하신중아로 17번길 31),2014,2015-05-29,2015-1033,GRS80,276034.795,196463.02,2.691,동부
89,20387,공공기준점,4급,SH19,양호,김해,(주)부산도시가스,동판,부산광역시 사하구,다대중학교 후문 입구 코너에 위치(새주소 : 다대로 554번길),2014,2015-05-29,2015-1033,GRS80,273515.075,197149.992,34.489,동부
90,20388,공공기준점,4급,SH20,양호,김해,(주)부산도시가스,동판,부산광역시 사하구,다대중학교 입구 전주 앞에 위치(새주소 : 다대로 554번길 33),2014,2015-05-29,2015-1033,GRS80,273487.012,197170.272,29.952,동부
91,20389,공공기준점,4급,SG09,양호,부산,(주)부산도시가스,동판,부산광역시 서구,남성한빛아파트 입구 커피자판기 앞 2차선 중앙에 위치(새주소 : 꽃마을로 45),2014,2015-05-29,2015-1033,GRS80,280188.885,201095.903,75.553,동부
92,20390,공공기준점,4급,SG10,양호,부산,(주)부산도시가스,동판,부산광역시 서구,경성전자정보고 입구 도로중앙 충격흡수대 앞안전지대 내에 위치(새주소 : 꽃마을로),2014,2015-05-29,2015-1033,GRS80,280009.33,201173.196,60.488,동부
93,20391,공공기준점,4급,SG11,양호,부산,(주)부산도시가스,동판,부산광역시 서구,경남상업고 입구 횡단보도 중간지점에 위치(새주소 : 망양로),2014,2015-05-29,2015-1033,GRS80,279704.612,201257.593,50.332,동부
94,20392,공공기준점,4급,SG12,양호,부산,(주)부산도시가스,동판,부산광역시 서구,청죽일식전문 주차장 입구 횡단보도 끝지점에 위치(새주소 : 망양로),2014,2015-05-29,2015-1033,GRS80,279597.417,201206.302,48.18,동부
95,20393,공공기준점,4급,SG13,양호,부산,(주)부산도시가스,동판,부산광역시 서구,동대사거리 교통섬 코너 안전지대 중앙에 위치,2014,2015-05-29,2015-1033,GRS80,279438.184,201959.68,29.864,동부
96,20394,공공기준점,4급,SG14,양호,부산,(주)부산도시가스,동판,부산광역시 서구,동대사거리 에쓰오일 주유소 입구 교통섬 코너 안전지대 중앙에 위치,2014,2015-05-29,2015-1033,GRS80,279454.993,201946.876,30.315,동부
97,20395,공공기준점,4급,YJ19,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,도로사거리 전주 맞은편 맨홀 옆에 위치(새주소 : 아시아드대로 108번길),2014,2015-05-29,2015-1033,GRS80,288712.914,206353.562,7.638,동부
98,20396,공공기준점,4급,YJ20,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,승원유치원 출입문 맞은편 맨홀 옆에 위치(새주소 : 아시아드대로 108번길),2014,2015-05-29,2015-1033,GRS80,288735.192,206464.36,7.546,동부
99,20397,공공기준점,4급,YJ21,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,부산은행입구 횡단보도 중앙지점 라인위에 위치(새주소 : 중앙대로),2014,2015-05-29,2015-1033,GRS80,287260.16,207139.381,11.955,동부
100,20398,공공기준점,4급,YJ22,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,부산은행 마을버스정류장(연우경로당) 입구 보도경계석 앞에 위치(새주소 : 중앙천로),2014,2015-05-29,2015-1033,GRS80,287229.949,207180.216,12.655,동부
101,20399,공공기준점,4급,YJ23,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,도로사거리 코너지점 맨홀 옆에 위치(새주소 : 연수로 87번길 42),2014,2015-05-29,2015-1033,GRS80,286778.632,207365.909,29.222,동부
102,20400,공공기준점,4급,YJ24,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,E마트 입구 코너 주차라인 앞에 위치(새주소 : 중앙천로 19번길 50),2014,2015-05-29,2015-1033,GRS80,286712.159,207356.912,34.955,동부
103,20401,공공기준점,4급,YJ25,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,삼우종합건설 입구 보도경계석 코너에 위치(새주소 : 과정로 343),2014,2015-05-29,2015-1033,GRS80,288231.532,208233.788,10.714,동부
104,20402,공공기준점,4급,YJ26,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,연산1동 주민센터 입구 삼거리 횡단보도 끝지점 보도경계석  앞에 위치(새주소 : 과정로 343번길),2014,2015-05-29,2015-1033,GRS80,288193.501,208161.238,15.478,동부
105,20403,공공기준점,4급,YJ27,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,팥빙수 전문점 입구 보도경계석 위에 위치(새주소 : 연동로 17),2014,2015-05-29,2015-1033,GRS80,287906.601,208494.39,14.719,동부
106,20404,공공기준점,4급,YJ28,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,횡단보도 끝에 위치(새주소 : 고분로),2014,2015-05-29,2015-1033,GRS80,287730.714,208490.67,25.126,동부
107,20405,공공기준점,4급,YJ29,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,연제로교회 출입구 보도경계석 앞에 위치(새주소 : 고분로 224),2014,2015-05-29,2015-1033,GRS80,287561.969,209718.576,15.829,동부
108,20406,공공기준점,4급,YJ30,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,수영강푸르지오 아파트 버스정류장 입구 보도경계석코너 시점에 위치(새주소 : 고분로 270),2014,2015-05-29,2015-1033,GRS80,287576.071,210132.411,25.343,동부
109,20407,공공기준점,4급,YJ31,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,양지맨션 입구 사거리 코너에 위치(새주소 : 배산북로 14),2014,2015-05-29,2015-1033,GRS80,286564.015,208490.715,48.31,동부
110,20408,공공기준점,4급,YJ32,양호,부산,(주)부산도시가스,동판,부산광역시 연제구,럭키슈퍼 입구 전주 앞에 위치(새주소 : 쌍미천로 16번길 23),2014,2015-05-29,2015-1033,GRS80,286606.045,208434.208,51.624,동부
111,20409,공공기준점,4급,YD11,양호,부산,(주)부산도시가스,동판,부산광역시 영도구,대교사거리 교통섬 코너 안전지대에 위치(새주소 : 절영로),2014,2015-05-29,2015-1033,GRS80,277305.997,203618.974,3.264,동부
112,20410,공공기준점,4급,YD12,양호,부산,(주)부산도시가스,동판,부산광역시 영도구,금용주차장 입구 횡단보도 끝라인에 위치(새주소 : 절영로 35번길),2014,2015-05-29,2015-1033,GRS80,277222.708,203582.018,3.434,동부
113,20411,공공기준점,4급,KS05,양호,김해,(주)부산도시가스,동판,부산광역시 강서구,지사휴먼시아 아파트 입구 중앙지점에 위치(새주소 : 과학산단2로 20번길),2015,2015-05-29,2015-1033,GRS80,283831.17,184920.125,22.33,동부
114,20412,공공기준점,4급,KS06,양호,김해,(주)부산도시가스,동판,부산광역시 강서구,녹산유치원 입구 사거리 중앙지점에 위치(새주소 : 과학산단로 306번길),2015,2015-05-29,2015-1033,GRS80,283820.959,185063.495,20.819,동부
115,20413,공공기준점,4급,KS07,양호,김해,(주)부산도시가스,동판,부산광역시 강서구,경동종합철강㈜ 입구 사거리 중앙지점 한전맨홀 옆에 위치  (새주소 : 미음산단4로),2015,2015-05-29,2015-1033,GRS80,284881.426,187212.893,16.635,동부
1,20414,공공기준점,4급,KS08,양호,김해,(주)부산도시가스,동판,부산광역시 강서구,㈜비에스비스틸 입구 맞은편 보도경계석 앞에 위치 (새주소 : 미음산단4로 201),2015,2015-05-29,2015-1033,GRS80,284710.566,187349.501,9.184,동부
2,20415,공공기준점,4급,KS09,양호,김해,(주)부산도시가스,동판,부산광역시 강서구,현대오일뱅크 입구 보도경계석 코너에 위치,2015,2015-05-29,2015-1033,GRS80,283842.795,195739.731,1.696,동부
3,20416,공공기준점,4급,KS10,양호,김해,(주)부산도시가스,동판,부산광역시 강서구,에쓰오일 출구지점 보도경계석 코너에 위치,2015,2015-05-29,2015-1033,GRS80,283676.893,195680.918,1.95,동부
4,20417,공공기준점,4급,KS11,양호,김해,(주)부산도시가스,동판,부산광역시 강서구,도로삼거리 중앙지점 우수맨홀 옆에 위치(새주소 : 화전산단5로 118번길),2015,2015-05-29,2015-1033,GRS80,279199.382,189192.357,2.623,동부
5,20418,공공기준점,4급,KS12,양호,김해,(주)부산도시가스,동판,부산광역시 강서구,은산콘테이너 터미널 입구 사거리 중앙지점에 위치(새주소 : 화전산단6로),2015,2015-05-29,2015-1033,GRS80,279201.091,189331.629,2.809,동부
6,20419,공공기준점,4급,KS13,양호,김해,(주)부산도시가스,동판,부산광역시 강서구,도로사거리 횡단보도 끝지점 보도경계석 코너에 위치 (새주소 : 녹산산단 382로),2015,2015-05-29,2015-1033,GRS80,276494.899,187168.564,1.903,동부
7,20420,공공기준점,4급,KS14,양호,김해,(주)부산도시가스,동판,부산광역시 강서구,도심공원 진입로 끝지점 옹벽 앞에 위치,2015,2015-05-29,2015-1033,GRS80,276361.543,187159.365,2.603,동부
8,20421,공공기준점,4급,KS15,양호,김해,(주)부산도시가스,동판,부산광역시 강서구,한신플러스 아파트 입구 삼거리 중앙지점  보도경계석 위에 위치(새주소 : 명지오션시티 1로),2015,2015-05-29,2015-1033,GRS80,275923.483,191131.78,3.576,동부
9,20422,공공기준점,4급,KS16,양호,김해,(주)부산도시가스,동판,부산광역시 강서구,도심공원입구 삼거리 중앙선상 보도경계석 위에 위치  (새주소 : 명지오션시티 1로),2015,2015-05-29,2015-1033,GRS80,275923.575,191206.22,3.555,동부
10,20423,공공기준점,4급,DG19,양호,부산,(주)부산도시가스,동판,부산광역시 동구,도로삼거리 중앙지점 맨홀 옆에 위치(새주소 : 수정공원 북로 29),2015,2015-05-29,2015-1033,GRS80,282414.825,204350.597,92.832,동부
11,20424,공공기준점,4급,DG20,양호,부산,(주)부산도시가스,동판,부산광역시 동구,골목입구 코너에 위치(새주소 : 망양로 859),2015,2015-05-29,2015-1033,GRS80,282339.036,204330.757,86.121,동부
12,20425,공공기준점,4급,DG21,양호,부산,(주)부산도시가스,동판,부산광역시 동구,도로커브길 골목 입구 중앙에 위치(새주소 : 진성로 36),2015,2015-05-29,2015-1033,GRS80,281702.361,204285.732,6.849,동부
13,20426,공공기준점,4급,DG22,양호,부산,(주)부산도시가스,동판,부산광역시 동구,수정초교 정문입구에 위치(새주소 : 수정동로),2015,2015-05-29,2015-1033,GRS80,281620.924,204255.371,5.251,동부
14,20427,공공기준점,4급,CG23,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,도로삼거리 횡단보도 중앙지점에 위치(새주소 : 새싹로),2015,2015-05-29,2015-1033,GRS80,287033.041,204328.131,62.963,동부
15,20428,공공기준점,4급,CG24,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,GS수퍼마켓 출구지점 보도경계석 코너에 위치(새주소 : 새싹로),2015,2015-05-29,2015-1033,GRS80,286835.655,204383.133,57.293,동부
16,20429,공공기준점,4급,CG25,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,한양탕입구 삼거리 전주옆 코너에 위치(새주소 : 진남로),2015,2015-05-29,2015-1033,GRS80,286366.575,207196.649,34.57,동부
17,20430,공공기준점,4급,CG26,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,청사포 횟집 입구 맨홀 옆에 위치(새주소 : 진남로 584-1),2015,2015-05-29,2015-1033,GRS80,286315.137,207087.327,34.443,동부
18,20431,공공기준점,4급,CG27,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,도로삼거리 횡단보도 끝지점 보도경계석 앞에 위치(새주소 : 동평로 121),2015,2015-05-29,2015-1033,GRS80,285545.189,203891.413,48.391,동부
19,20432,공공기준점,4급,CG28,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,도로삼거리 횡단보도 중앙에 위치(새주소 : 동평로 127번길),2015,2015-05-29,2015-1033,GRS80,285549.213,203956.534,53.385,동부
20,20433,공공기준점,4급,CG29,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,도로삼거리 코너에 위치(새주소 : 진남로),2015,2015-05-29,2015-1033,GRS80,285412.416,206321.179,55.121,동부
21,20434,공공기준점,4급,CG30,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,마을버스 정류장 보도경계석 위에 위치(새주소 : 진남로),2015,2015-05-29,2015-1033,GRS80,285330.27,206306.276,55.801,동부
22,20435,공공기준점,4급,CG31,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,도로삼거리 중앙선상에 위치(새주소 : 개금본동로 56),2015,2015-05-29,2015-1033,GRS80,284637.223,201973.145,73.338,동부
23,20436,공공기준점,4급,CG32,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,도로사거리 우수맨홀 앞에 위치(새주소 : 백양대로 252번길),2015,2015-05-29,2015-1033,GRS80,284552.444,202051.716,57.057,동부
24,20437,공공기준점,4급,CG33,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,백양터널 어귀삼거리 교통섬 코너에 위치(새주소 : 동평로),2015,2015-05-29,2015-1033,GRS80,285288.218,202824.077,72.376,동부
25,20438,공공기준점,4급,CG34,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,백양터널 어귀삼거리 횡단보도 끝지점교통섬 경계석 앞에 위치(새주소 : 동평로),2015,2015-05-29,2015-1033,GRS80,285231.267,202781.308,73.489,동부
26,20439,공공기준점,4급,CG35,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,정욱빌라 맞은편 보도경계석 위에 위치(새주소 : 엄광로 202),2015,2015-05-29,2015-1033,GRS80,283630.43,203257.128,69.704,동부
27,20440,공공기준점,4급,CG36,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,도로고개 정상지점 횡단보도 끝지점 보도경계석 위에 위치 (새주소 : 엄광로 203-1),2015,2015-05-29,2015-1033,GRS80,283652.732,203278.168,72.303,동부
28,20441,공공기준점,4급,CG37,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,도로커브길 전주앞에 위치(새주소 : 신천대로 126번길),2015,2015-05-29,2015-1033,GRS80,284300.976,204790.477,7.753,동부
29,20442,공공기준점,4급,CG38,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,횡단보도 끝 라인 위에 위치(새주소 : 신천대로 126번길),2015,2015-05-29,2015-1033,GRS80,284238.499,204825.519,7.699,동부
30,20443,공공기준점,4급,CG39,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,궁리마루 입구 사거리 횡단보도 끝 지점에 위치(새주소 : 동천로),2015,2015-05-29,2015-1033,GRS80,284343.961,205677.385,5.918,동부
31,20444,공공기준점,4급,CG40,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,도로사거리 중앙선상 통신맨홀 옆에 위치,2015,2015-05-29,2015-1033,GRS80,284123.225,205688.843,5.005,동부
32,20445,공공기준점,4급,CG41,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,골목입구 도로2차선 중앙에 위치(새주소 : 신암로),2015,2015-05-29,2015-1033,GRS80,283881.365,204664.181,11.675,동부
33,20446,공공기준점,4급,CG42,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,골목입구 보도경계석 앞에 위치(새주소 : 신암로),2015,2015-05-29,2015-1033,GRS80,283811.543,204703.005,10.102,동부
34,20447,공공기준점,4급,CG43,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,범내교차로 보민약국 앞 화단모서리에 위치(새주소 : 중앙대로),2015,2015-05-29,2015-1033,GRS80,283443.854,205353.992,3.637,동부
35,20448,공공기준점,4급,CG44,양호,부산,(주)부산도시가스,동판,부산광역시 부산진구,범내교차로 화단경계석 코너에 위치(새주소 : 황령대로),2015,2015-05-29,2015-1033,GRS80,283440.627,205433.471,3.77,동부
36,20449,공공기준점,4급,BG23,양호,부산,(주)부산도시가스,동판,부산광역시 북구,일반가옥 입구 보도경계석 코너에 위치(새주소 : 만덕1로 104번가길 35),2015,2015-05-29,2015-1033,GRS80,291031.866,202395.613,32.308,동부
37,20450,공공기준점,4급,BG24,양호,부산,(주)부산도시가스,동판,부산광역시 북구,영도산자㈜ 입구 맞은편 반사경 옆 보도경계석 위에 위치 (새주소 : 만덕1로 104번가길 24),2015,2015-05-29,2015-1033,GRS80,290983.724,202351.368,28.682,동부
38,20451,공공기준점,4급,BG25,양호,부산,(주)부산도시가스,동판,부산광역시 북구,오바트빌 입구 사거리 도로중앙 지점에 위치(새주소 : 가람로 52번길),2015,2015-05-29,2015-1033,GRS80,289975.961,200079.407,14.56,동부
39,20452,공공기준점,4급,BG26,양호,부산,(주)부산도시가스,동판,부산광역시 북구,도로삼거리 중앙에 위치(새주소 : 가람로 52번길),2015,2015-05-29,2015-1033,GRS80,289983.446,200158.438,11.695,동부
40,20453,공공기준점,4급,BG27,양호,부산,(주)부산도시가스,동판,부산광역시 북구,할인마트 입구 사거리 코너에 위치(새주소 : 상리로),2015,2015-05-29,2015-1033,GRS80,290185.045,203457.557,80.601,동부
41,20454,공공기준점,4급,BG28,양호,부산,(주)부산도시가스,동판,부산광역시 북구,대원공인중개사 사무소 앞 중앙지점에 위치(새주소 : 상리로 47),2015,2015-05-29,2015-1033,GRS80,290192.635,203572.878,89.088,동부
42,20455,공공기준점,4급,SS17,양호,김해,(주)부산도시가스,동판,부산광역시 사상구,도로삼거리 중앙에 위치(새주소 : 새벽로 137번길),2015,2015-05-29,2015-1033,GRS80,284175.778,198128.799,1.964,동부
43,20456,공공기준점,4급,SS18,양호,김해,(주)부산도시가스,동판,부산광역시 사상구,도로삼거리 중앙에 위치(새주소 : 새벽로 121번길),2015,2015-05-29,2015-1033,GRS80,284035.472,198080.073,1.703,동부
44,20457,공공기준점,4급,SS19,양호,김해,(주)부산도시가스,동판,부산광역시 사상구,영일기공 앞 사거리 중앙에 위치(새주소 : 학감대로 191번길),2015,2015-05-29,2015-1033,GRS80,283573.261,198808.794,1.549,동부
45,20458,공공기준점,4급,SS20,양호,김해,(주)부산도시가스,동판,부산광역시 사상구,SK주유소 입구 삼거리 중앙에 위치(새주소 : 학감대로),2015,2015-05-29,2015-1033,GRS80,283533.202,198989.815,1.752,동부
46,20459,공공기준점,4급,SS21,양호,부산,(주)부산도시가스,동판,부산광역시 사상구,동서대학교 입구 삼거리 중앙선상 통신맨홀 옆에 위치(새주소 : 주례로),2015,2015-05-29,2015-1033,GRS80,283388.631,201026.845,92.644,동부
47,20189,공공기준점,4급,CP565,양호,김해,(주)부산도시가스,표시못,부산시 사상구 주례동 949-10번지 주변, 매일할인마트 맞은 편 인도에 위치,2014,,,GRS80,284239.746,199685.077,37.337,동부
48,20190,공공기준점,4급,CP566,양호,김해,(주)부산도시가스,표시못,부산시 사상구 주례동 853번지 주변,100억 주유소 출구 앞 보차도 경계석 위,2014,,,GRS80,284188.505,199734.85,36.892,동부
49,20191,공공기준점,4급,CP567,양호,김해,(주)부산도시가스,표시못,부산시 사상구 감전동 344-6번지 주변, 성안  부성 빌라 골목입구(세기건업 옆) 보차도 경계석 옆 도로 위,2014,,,GRS80,284496.77,199448.7,43.224,동부
50,20192,공공기준점,4급,CP568,양호,김해,(주)부산도시가스,표시못,부산시 사상구 감전동 305-1번지 주변, 김해시락국밥 앞 도로 표지병 앞 안전지대 위,2014,,,GRS80,284606.189,199388.599,47.237,동부
51,20193,공공기준점,4급,CP569,양호,김해,(주)부산도시가스,표시못,부산시 사상구 감전동 912-3번지 주변, 화목빌리지로부터 북동쪽으로 약 30M 지점 수거함 부근 우수받이쪽 위치,2014,,,GRS80,284610.69,199347.125,41.177,동부
52,20194,공공기준점,4급,CP570,양호,김해,(주)부산도시가스,표시못,부산시 사상구 감전동 313-1번지 주변, 대창주유소 맞은 편 골목입구 보차도 경계석 위,2014,,,GRS80,284637.447,199351.092,47.953,동부
53,20195,공공기준점,4급,CP571,양호,김해,(주)부산도시가스,표시못,부산시 사상구 덕포동 371-2번지 주변, 덕포자동차운전학원과 아신공업 사이 교량 위 중간지점,2014,,,GRS80,286936.902,198249.864,2.065,동부
54,20196,공공기준점,4급,CP572,양호,김해,(주)부산도시가스,표시못,부산시 사상구 덕포동 391-1번지 주변, 영동합포(유)와 대영정공 주식회사 사이 교량 위 중간지점,2014,,,GRS80,286746.203,198212.989,2.127,동부
55,20197,공공기준점,4급,CP573,양호,부산,(주)부산도시가스,표시못,부산시 부산진구 개금동 34-3번지 주변, E PLUS MART 맞은편 정지선 부근 측구쪽 위치,2014,,,GRS80,284892.458,202387.313,62.884,동부
56,20198,공공기준점,4급,CP574,양호,부산,(주)부산도시가스,표시못,부산시 부산진구 개금동 578-9번지 주변, 개금동 백호체육관 맞은편 측구쪽 위치,2014,,,GRS80,285033.649,202293.654,83.921,동부
57,20199,공공기준점,4급,CP575,양호,부산,(주)부산도시가스,표시못,부산시 부산진구 범전동 80-71번지 주변, 합천카센타 앞 교차로 안전지대 위치,2014,,,GRS80,285415.981,204851.074,25.224,동부
58,20200,공공기준점,4급,CP576,양호,부산,(주)부산도시가스,표시못,부산시 부산진구 범전동 212-54번지 주변, 째즈카오디오 앞 황색실선 옆 위치,2014,,,GRS80,285371.23,204888.984,23.963,동부
59,20201,공공기준점,4급,CP577,양호,부산,(주)부산도시가스,표시못,부산시 부산진구 가야동 12-415번지 주변, 부강하이츠 앞 옹벽 아래 보차도경계석 위치,2014,,,GRS80,284261.754,203870.331,60.038,동부
60,20202,공공기준점,4급,CP578,양호,부산,(주)부산도시가스,표시못,부산시 부산진구 가야동 48-282번지 주변, 부강에이스 빌라 옆 계단 최상단쪽 위치,2014,,,GRS80,284267.497,203835.642,54.492,동부
61,20203,공공기준점,4급,CP579,양호,부산,(주)부산도시가스,표시못,부산시 부산진구 부전동 286-1번지 주변, 대동건재 맞은편 횡단보도 시작 부분쪽 위치,2014,,,GRS80,285497.458,205491.239,19.857,동부
62,20204,공공기준점,4급,CP580,양호,부산,(주)부산도시가스,표시못,부산시 부산진구 부전동 280-126번지 주변, 영진특수목합판 앞 도로중앙 부근 안전지대 위치,2014,,,GRS80,285397.361,205649.655,15.544,동부
63,20205,공공기준점,4급,CP581,양호,김해,(주)부산도시가스,표시못,부산시 사하구 괴정동 922-4번지 주변, 수마트 입구 앞 정지선 부근 위치,2014,,,GRS80,278269.446,199194.021,51.049,동부
64,20206,공공기준점,4급,CP582,양호,김해,(주)부산도시가스,표시못,부산시 사하구 괴정동 932-20번지 주변, 대성샷시 맞은편 주거지 전용 주차라인쪽 위치,2014,,,GRS80,278197.817,199199.217,46.021,동부
65,20207,공공기준점,4급,CP583,양호,김해,(주)부산도시가스,표시못,부산시 사하구 괴정동 485-10번지 주변, 선훈오토바이 앞 보차도 경계석 위치,2014,,,GRS80,277822.974,199280.208,35.037,동부
66,20208,공공기준점,4급,CP584,양호,김해,(주)부산도시가스,표시못,부산시 사하구 괴정동 485-9번지 주변, 백양세탁소 맞은편 횡단보도부근 인도쪽 위치,2014,,,GRS80,277817.649,199300.577,35.381,동부
67,20209,공공기준점,4급,CP585,양호,김해,(주)부산도시가스,표시못,부산시 사하구 괴정동 1267번지 주변, 동아공업고등학교 정문 옆 물탱크 저장소 위 위치,2014,,,GRS80,277467.148,198942.312,59.227,동부
68,20210,공공기준점,4급,CP586,양호,김해,(주)부산도시가스,표시못,부산시 사하구 괴정동 616-7번지 주변, 태화슈퍼마트 맞은편 위치,2014,,,GRS80,277530.87,198948.439,42.836,동부
