공간정보일련번호,지형지물부호,등록구,관리기관,행정동,허가번호,설치위치,방향,차도폭,길어깨(보도)의폭,높이,색상,도로구간번호,가로표지판규격,세로표지판규격,물건종류,허가구분
"1,447",사설안내표지판,동래구,동래구,명장2동,동래구201004,명장동 232번지 GS 수퍼마겟 옆,명장동 경동아파트앞 세광교회,15,2,5,흰(미)색바탕 갈색(계열)글자,문화로,1100,550,종교시설,허가
"1,449",사설안내표지판,동래구,동래구,온천3동,동래구201216,온천3동 123610번지(온천제3지구대앞 보도변),미남교차로사설안내표지판글로빌문화예술원,13,2,5,흰(미)색바탕 청색글자,금강새싹길,1100,650,교육기관(학교 등),허가
"1,450",사설안내표지판,부산진구,,양정2동,부산진구0744,양정1동 신발매장 앞,양정1동 사무소 아래 입구,10,,4,흰(미)색바탕 남색글자,진리1로,1200,550,교육기관(학교 등),허가
"1,451",사설안내표지판,수영구,,망미1동,수영구2010,,,,,,,과정로,,,,허가
"1,452",사설안내표지판,동래구,동래구,온천3동,동래구201215,온천3동 12502번지 탑마트 사직점앞 아시아드로 보도변,미남교차로(거제리 법조타운)표지판글로문화예술원,43,2,5,흰(미)색바탕 청색글자,내부순환도로,1100,650,교육기관(학교 등),허가
"1,317",사설안내표지판,수영구,수영구 도시국 도시관리과,망미1동,수영구200834,수영구 망미1동 8025,연산로방향,25,,5,기타,광미길,1200,550,의료시설,허가
"1,318",사설안내표지판,수영구,수영구 도시국 도시관리과,광안4동,수영구200816,수영구 광안동 74415,수영로에서 대남로타리 방향,21,5,6,흰(미)색바탕 진황색(계열)글자,"수영로, 자성로",1200,550,종교시설,허가
"1,319",사설안내표지판,수영구,수영구 도시국 도시관리과,광안1동,수영구200816,광안1동 49010 앞 가로등지주,수영로,10,,5,흰(미)색바탕 청색글자,"과정로, 좌수영로",1200,550,국가기관및기초자치단체(구군청),허가
"1,320",사설안내표지판,부산진구,,부전1동,부산진구0919,구 병무청앞 보도상,정문 앞,28,7,3,기타,부전광장로,800,700,의료시설,허가
"1,321",사설안내표지판,기장군,,,,,,,,,,,,,,
"1,322",사설안내표지판,수영구,수영구 도시국 도시관리과,망미1동,수영구20097,수영구 망미1동 8251,연산로방향,25,,3,흰(미)색바탕 갈색(계열)글자,"신암로, 동평로, 연산로",1200,550,관광시설,허가
"1,323",사설안내표지판,수영구,수영구 도시국 도시관리과,광안4동,수영구20092,수영구 광안4동 7411,수영로타리에서 대남로타리방향,8,,3,흰(미)색바탕 갈색(계열)글자,장대골1길,1200,550,관광시설,허가
"1,324",사설안내표지판,기장군,,,,,,,,,,,,,,
"1,325",사설안내표지판,부산진구,,전포3동,부산진구09122,황령산공원에서 남구방면 산복도로 ,복된교회 입구,13,,4,흰(미)색바탕 갈색(계열)글자,진남로,1200,700,관광시설,허가
"1,326",사설안내표지판,수영구,수영구 도시국 도시관리과,남천1동,수영구20095,수영구 남천동 1815,수영로방향,21,2,4,흰(미)색바탕 청색글자,"수영로, 자성로",1500,850,의료시설,허가
"1,327",사설안내표지판,수영구,수영구 도시국 도시관리과,민락동,수영구200911,수영구 민락동 16116앞(제일은행앞),광남로방향,15,3,5,흰(미)색바탕 갈색(계열)글자,"광남로, 해운대해변로",1200,550,관광시설,허가
"1,328",사설안내표지판,수영구,수영구 도시국 도시관리과,광안4동,수영구20093,수영구 광안4동 38714 앞,수영로에서 대남로타리 방향,21,5,3,흰(미)색바탕 갈색(계열)글자,"수영로, 자성로",800,400,관광시설,허가
"1,329",사설안내표지판,수영구,수영구 도시국 도시관리과,광안1동,수영구20098,수영구 광안1동 4911,수영로타리에서 대남로타리 방향,,,5,흰(미)색바탕 녹색(계열)글자,"수영로, 자성로",1200,550,공동주택,허가
"1,330",사설안내표지판,수영구,수영구 도시국 도시관리과,광안4동,수영구2010,수영구 광안동 373122 앞 가로등지주,남천동 KBS방향,21,5,5,흰(미)색바탕 청색글자,"수영로, 자성로",1200,550,국가기관및기초자치단체(구군청),허가
"1,331",사설안내표지판,수영구,수영구 도시국 도시관리과,광안2동,수영구200909,수영구 광안동 1872 광안맨션 앞 버스정거장 부근 가로등지주,좋은강안병원에서 수영교차로방향,21,5,5,흰(미)색바탕 갈색(계열)글자,"수영로, 자성로",1200,550,관광시설,허가
"1,332",사설안내표지판,수영구,수영구 도시국 도시관리과,수영동,수영구20094,수영구 수영동 46214,수영교차로에서 망미교차로방향,24,,5,흰(미)색바탕 남색글자,"신암로, 동평로, 연산로",1200,550,기타,허가
"1,333",사설안내표지판,수영구,수영구 도시국 도시관리과,망미1동,수영구200912,수영구 망미동 83212 아가랑포토 앞 가로등지주,연산동방향,25,,5,흰(미)색바탕 남색글자,"신암로, 동평로, 연산로",1200,550,기타,허가
"1,334",사설안내표지판,수영구,수영구 도시국 도시관리과,남천1동,수영구20091,수영구 남천동 2413 앞 가로등지주,수영로방향,21,2,5,흰(미)색바탕 갈색(계열)글자,"수영로, 자성로",1200,550,관광시설,허가
"1,335",사설안내표지판,수영구,수영구 도시국 도시관리과,망미1동,수영구200912,수영구 망미1동 83115 앞 가로등지주,연산로,25,,5,흰(미)색바탕 갈색(계열)글자,"신암로, 동평로, 연산로",1200,550,관광시설,허가
"1,336",사설안내표지판,수영구,수영구 도시국 도시관리과,광안2동,수영구200915,수영구 광안2동 1421,수영교차로방향,8,,5,기타,광안역3길,1200,550,의료시설,허가
"1,337",사설안내표지판,수영구,수영구 도시국 도시관리과,남천1동,수영구200916,수영구 남천1동 1214,kbs삼거리방향,14,3,4,흰(미)색바탕 청색글자,"광남로, 해운대해변로",1500,850,관광시설,허가
"1,557",사설안내표지판,부산진구,,양정2동,부산진구0603,양정2동 333번지,,10,,,흰(미)색바탕 청색글자,"구덕로, 중앙로,금정로",1800,1020,국가기관및기초자치단체(구군청),허가
"1,558",사설안내표지판,부산진구,,당감1동,부산진구1007,주공상가 건너,주공상가에서 당감3동우체국 방면,20,3,4,기타,제3도시고속도로(관문대로),900,900,의료시설,허가
"1,559",사설안내표지판,남구,남구 도시국 도시관리과,대연1동,남구200842,수영로 대연역앞 행운길 입구 가로등,대연사거리에서 용호삼거리 방향,21,5,5,흰(미)색바탕 갈색(계열)글자,,1200,550,종교시설,허가
"1,560",사설안내표지판,남구,남구 도시국 도시관리과,감만2동,남구200838,석포로 홈플러스 출구 앞 가로등,부산외국어대학교앞 삼거리에서 유엔교차로 방향,26,,5,흰(미)색바탕 갈색(계열)글자,,1200,550,종교시설,허가
"1,561",사설안내표지판,남구,남구 도시국 도시관리과,문현3동,남구200845,수영로 문현지하차도 입구 가로등,대연고개에서 문현교차로 방향,52,5,5,흰(미)색바탕 갈색(계열)글자,"수영로, 자성로",1200,550,종교시설,허가
"1,564",사설안내표지판,강서구,,녹산동,강서구 200719,강서구 신호동 25973번지 르노삼성자동차 맞은편,,,,,흰(미)색바탕 남색글자,외부순환도로,1200,550,,허가
"1,565",사설안내표지판,강서구,,녹산동,강서구 200718,강서구 신호동 25973 르노삼성자동차 앞,,,,,흰(미)색바탕 남색글자,외부순환도로,1200,550,교육기관(학교 등),허가
"1,566",사설안내표지판,강서구,,녹산동,강서구 200720,강서구 신호동 264,,,,,기타,,1200,550,,허가
"1,567",사설안내표지판,부산진구,,전포2동,부산진구0911,전포2동 대우자동차 아래,순복음서면교회 입구 도로변,9,2,4,흰(미)색바탕 갈색(계열)글자,동성로,1200,550,관광시설,허가
"1,568",사설안내표지판,부산진구,,전포1동,부산진구0910,농협 전포동지점 길 건너편,밀리오레 사거리에서 대우자동차 방면,18,4,4,흰(미)색바탕 갈색(계열)글자,동성로,1200,550,관광시설,허가
